TILEMAP
240 15						-- Size of tile map in tiles
32 32 							-- Tile size & block size
images/fakeblocks.png 					-- Tilesheet
16 16 
75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	
75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	41	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	42	75	75	75	75	75	75	75	75	75	
75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	115	116	46	47	75	75	75	75	75	75	75	75	
75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	13	14	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	53	54	48	65	66	67	68	69	69	69	
75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	59	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	40	40	40	40	40	40	40	40	40	40	55	56	55	56	55	56	55	56	15	16	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	55	56	55	56	40	40	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	45	44	57	81	82	83	84	85	85	85	
75	75	52	25	26	38	38	39	52	38	38	39	52	25	25	25	25	25	25	25	26	26	39	52	25	25	25	25	26	26	26	39	52	26	25	26	25	26	25	39	52	26	26	25	26	26	25	39	75	75	59	60	59	75	59	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	52	26	26	25	26	25	26	26	26	26	26	39	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	40	40	40	40	40	40	40	40	40	40	1	2	1	2	1	2	1	2	1	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	1	2	1	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	97	98	83	84	85	85	85	
75	75	51	49	27	28	49	50	51	49	49	50	51	49	51	49	27	49	49	27	49	49	50	51	49	27	49	27	27	49	49	50	51	27	27	28	28	28	27	50	51	49	49	28	49	49	28	50	75	75	59	59	59	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	59	59	59	75	75	75	51	49	49	28	49	49	28	28	49	49	28	50	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	55	56	55	56	55	56	55	56	55	56	3	4	3	4	3	4	3	4	3	4	40	40	55	56	55	56	40	40	40	40	40	40	40	40	40	40	55	56	3	4	3	4	40	40	55	56	55	56	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	55	56	55	56	55	56	55	56	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	70	71	72	84	85	85	85	
75	75	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	36	37	36	37	36	37	36	37	1	2	1	2	1	2	1	2	1	2	36	37	36	37	36	37	36	37	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	1	2	1	2	1	2	1	2	1	2	1	2	1	2	5	6	5	6	5	6	5	6	40	40	1	2	1	2	40	40	40	40	40	40	40	40	40	40	1	2	1	2	5	6	40	40	1	2	1	2	40	40	40	40	40	40	13	14	40	40	40	40	40	40	40	40	40	40	40	40	40	40	1	2	1	2	1	2	1	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	86	87	88	84	85	85	85	
75	75	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	33	34	34	34	34	34	34	35	3	4	3	4	3	4	3	4	3	4	33	34	34	34	34	34	34	35	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	7	8	7	8	7	8	7	8	7	8	7	8	7	8	7	8	7	8	7	8	7	8	7	8	7	8	3	4	3	4	3	4	3	4	3	4	3	4	3	4	7	8	7	8	7	8	7	8	55	56	3	4	3	4	40	40	55	56	55	56	40	40	40	40	3	4	3	4	7	8	40	40	3	4	3	4	55	56	55	56	55	56	15	16	40	40	40	40	40	40	40	40	40	40	55	56	55	56	3	4	3	4	3	4	3	4	55	56	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	1	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	102	103	104	84	85	85	85	
17	17	5	6	5	6	5	6	5	6	1	2	1	2	1	2	5	6	5	6	5	6	5	6	5	6	1	2	1	2	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	17	17	17	17	17	17	17	17	5	6	5	6	5	6	5	6	5	6	17	17	17	17	17	17	17	17	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	1	2	1	2	1	2	1	2	1	2	1	2	1	2	5	6	5	6	5	6	5	6	5	6	5	6	5	6	13	14	5	6	5	6	5	6	1	2	1	2	1	2	5	6	40	40	1	2	1	2	40	40	40	40	5	6	5	6	5	6	40	40	5	6	1	2	1	2	1	2	1	2	1	2	40	40	40	40	40	40	40	40	40	40	1	2	1	2	5	6	5	6	5	6	5	6	1	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	5	6	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	73	74	118	99	100	100	100	
